teamscorepos,dateloc,possessions,totalDrama,perDrama
161 Northern Colorado 63 281 UC Riverside 60 [62],"Monday, December 16, 2013 9:05 pm ET Butler-Hancock Hall Greeley, CO",62,4.2777,0.034497581
83 UC Santa Barbara 72 49 California 65 [59],"Friday, December 6, 2013 10:00 pm ET Thunderdome Santa Barbara, CA",59,4.243,0.034495935
39 Minnesota 63 7 Ohio St. 53 [63],"Thursday, January 16, 2014 9:00 pm ET Williams Arena Minneapolis, MN",63,4.3807,0.034493701
81 Cleveland St. 86 159 Oakland 76 [60],"Thursday, January 16, 2014 5:30 pm ET Wolstein Center Cleveland, OH",60,4.1038,0.034485714
166 Canisius 69 173 Buffalo 55 [61],"Wednesday, December 11, 2013 8:00 pm ET First Niagara Center Buffalo, NY",61,4.345,0.034484127
173 Milwaukee 69 120 Wright St. 63 [62],"Tuesday, March 11, 2014 7:00 pm ET Nutter Center Dayton, OH",62,4.4481,0.034481395
312 McNeese St. 87 205 Incarnate Word 72 [72],"Thursday, February 27, 2014 8:30 pm ET Burton Coliseum Lake Charles, LA",72,5.1363,0.034471812
104 George Mason 76 113 Northern Iowa 70 [70],"Saturday, November 16, 2013 4:00 pm ET Patriot Center Fairfax, VA",70,4.8946,0.034469014
264 UC Riverside 72 244 Cal St. Fullerton 69 [64],"Thursday, February 6, 2014 10:00 pm ET Student Recreation Center Riverside, CA",64,4.4767,0.034436154
186 Incarnate Word 89 339 Houston Baptist 82  (OT) [84],"Saturday, February 8, 2014 5:00 pm ET McDermott Convocation Center San Antonio, TX",84,5.7818,0.034415476
323 St. Francis PA 55 184 Bryant 54 [55],"Wednesday, March 5, 2014 7:00 pm ET Chace Athletic Center Smithfield, RI",55,3.8889,0.034415044
293 Georgia Southern 62 261 Chattanooga 55 [61],"Saturday, March 8, 2014 6:00 pm ET U.S. Cellular Center Asheville, NC",61,4.163,0.034404959
210 Yale 69 99 Columbia 59 [64],"Friday, January 31, 2014 7:00 pm ET Lee Amphitheater New Haven, CT",64,4.4025,0.034394531
56 BYU 73 27 Gonzaga 65 [71],"Thursday, February 20, 2014 11:00 pm ET Marriott Center Provo, UT",71,4.9858,0.034384828
53 Georgetown 83 52 Providence 71 [68],"Monday, February 10, 2014 7:00 pm ET Verizon Center Washington, DC",68,4.6761,0.034383088
59 Southern Miss 66 119 South Alabama 59 [58],"Friday, November 22, 2013 8:05 pm ET Mitchell Center Mobile, AL",58,4.16,0.034380165
272 Saint Peter's 66 189 Siena 53 [62],"Friday, February 7, 2014 7:00 pm ET Yanitelli Center Jersey City, NJ",62,4.3986,0.034364063
311 Jacksonville St. 76 305 Alabama A&M 69 [65],"Monday, November 25, 2013 8:00 pm ET Elmore Building Normal, AL",65,4.4327,0.034362016
240 Cal St. Bakersfield 71 262 Idaho St. 69 [72],"Saturday, November 23, 2013 10:00 pm ET Icardo Center Bakersfield, CA",72,4.8767,0.034342958
319 Central Connecticut 73 223 St. Francis NY 71 [72],"Tuesday, February 18, 2014 7:00 pm ET Peter Aquilone Court Brooklyn Heights, NY",72,4.9102,0.034337063
60 Utah St. 71 85 UC Santa Barbara 64 [64],"Saturday, November 16, 2013 10:00 pm ET Thunderdome Santa Barbara, CA",64,4.4972,0.034329771
342 Appalachian St. 81 269 Georgia Southern 68 [71],"Saturday, January 18, 2014 2:00 pm ET Holmes Convocation Center Boone, NC",71,4.9088,0.034327273
116 Utah St. 76 65 Boise St. 70 [64],"Saturday, February 8, 2014 6:05 pm ET Dee Glen Smith Spectrum Logan, UT",64,4.428,0.034325581
176 Detroit 65 279 Illinois Chicago 59 [66],"Tuesday, February 18, 2014 8:00 pm ET UIC Pavilion Chicago, IL",66,4.5309,0.034325
182 Eastern Washington 82 236 Seattle 75 [70],"Friday, November 29, 2013 9:05 pm ET Reese Court Cheney, WA",70,4.771,0.034323741
153 Tulsa 75 54 Southern Miss 71 [65],"Sunday, January 12, 2014 1:00 pm ET Donald Reynolds Center Tulsa, OK",65,4.5648,0.034321805
296 Montana St. 78 238 North Dakota 70 [64],"Thursday, February 13, 2014 8:00 pm ET Betty Engelstad Sioux Center Grand Forks, ND",64,4.255,0.034314516
111 San Francisco 91 166 Cleveland St. 82 [73],"Wednesday, November 13, 2013 11:00 pm ET War Memorial Gymnasium San Francisco, CA",73,4.9755,0.034313793
132 Stephen F. Austin 79 122 Towson 69 [67],"Friday, December 6, 2013 9:00 pm ET William R. Johnson Coliseum Nacogdoches, TX",67,4.7353,0.034313768
247 North Texas 77 126 Portland 72  (2OT) [85],"Saturday, November 23, 2013 10:00 pm ET Chiles Center Portland, OR",85,5.8973,0.034286628
206 Florida Atlantic 82 155 UAB 71 [70],"Saturday, February 8, 2014 7:00 pm ET FAU Arena Boca Raton, FL",70,4.9029,0.034286014
122 Quinnipiac 83 226 Marist 78 [75],"Monday, February 10, 2014 7:00 pm ET TD Banknorth SportsCenter Hamden, CT",75,5.2432,0.034269281
85 Georgia St. 73 184 Arkansas St. 72 [65],"Thursday, January 16, 2014 7:00 pm ET GSU Sports Arena Atlanta, GA",65,4.4538,0.03426
197 South Dakota St. 77 221 North Dakota 70 [65],"Saturday, December 21, 2013 5:00 pm ET Betty Engelstad Sioux Center Grand Forks, ND",65,4.487,0.034251908
58 West Virginia 74 177 TCU 69 [66],"Saturday, January 4, 2014 4:00 pm ET Daniel-Meyer Coliseum Fort Worth, TX",66,4.589,0.034246269
123 Akron 65 190 Bowling Green 63 [65],"Sunday, February 9, 2014 6:00 pm ET Stroh Center Bowling Green, OH",65,4.5534,0.03423609
250 Lipscomb 75 268 Tennessee St. 70 [80],"Monday, November 18, 2013 8:00 pm ET Gentry Center Nashville, TN",80,5.4067,0.03421962
41 Memphis 71 42 George Washington 66 [60],"Friday, March 21, 2014 6:55 pm ET PNC Arena Raleigh, NC",60,4.1734,0.034208197
251 Saint Peter's 77 193 Rider 69 [62],"Thursday, January 16, 2014 7:00 pm ET Alumni Gymnasium Lawrenceville, NJ",62,4.4128,0.034207752
99 Vanderbilt 78 63 Missouri 75 [69],"Thursday, January 16, 2014 7:00 pm ET Memorial Gym Nashville, TN",69,4.7546,0.034205755
178 Western Michigan 90 89 Ohio 74 [69],"Wednesday, February 5, 2014 7:00 pm ET University Arena in Read Fieldhouse Kalamazoo, MI",69,4.6167,0.034197778
67 Texas 72 227 UT Arlington 69 [74],"Friday, November 29, 2013 8:00 pm ET Erwin Center Austin, TX",74,5.0604,0.034191892
337 Alabama St. 84 247 Jacksonville St. 73 [69],"Saturday, November 16, 2013 8:00 pm ET Pete Mathews Coliseum Jacksonville, AL",69,4.7865,0.034189286
216 Bowling Green 67 167 Morehead St. 61 [73],"Sunday, December 15, 2013 2:00 pm ET Ellis T Johnson Arena Morehead, KY",73,5.0933,0.034183221
86 Notre Dame 73 150 Boston College 69 [59],"Sunday, February 16, 2014 6:00 pm ET Conte Forum Chestnut Hill, MA",59,4.1018,0.034181667
48 Marquette 66 132 DePaul 56 [62],"Saturday, January 4, 2014 2:00 pm ET BMO Harris Bradley Center Milwaukee, WI",62,4.2355,0.034157258
258 UC Davis 80 328 SIU Edwardsville 75 [68],"Friday, November 22, 2013 6:00 pm ET Stott Center Portland, OR",68,4.6789,0.034152555
149 Boston University 83 53 Maryland 77 [76],"Saturday, December 21, 2013 1:00 pm ET Comcast Center College Park, MD",76,5.1211,0.034140667
20 Saint Louis 65 99 La Salle 63 [64],"Saturday, February 8, 2014 5:00 pm ET Tom Gola Arena Philadelphia, PA",64,4.3353,0.03413622
36 Xavier 79 52 Butler 68 [68],"Saturday, January 4, 2014 2:00 pm ET Cintas Center Cincinnati, OH",68,4.676,0.034131387
158 Western Kentucky 71 240 Murray St. 64 [64],"Saturday, December 21, 2013 2:00 pm ET E.A. Diddle Arena Bowling Green, KY",64,4.3001,0.034127778
281 Austin Peay 72 217 Southern Illinois 70 [72],"Tuesday, November 19, 2013 8:05 pm ET Winfield Dunn Center Clarksville, TN",72,4.9136,0.034122222
97 San Francisco 64 148 Pacific 59 [63],"Saturday, February 22, 2014 6:00 pm ET War Memorial Gymnasium San Francisco, CA",63,4.3672,0.03411875
156 Illinois St. 81 42 Dayton 75 [74],"Saturday, December 7, 2013 8:05 pm ET Redbird Arena Normal, IL",74,5.1173,0.034115333
26 North Carolina 74 2 Duke 66 [69],"Thursday, February 20, 2014 9:00 pm ET Dean E. Smith Center Chapel Hill, NC",69,4.809,0.034106383
219 VMI 111 110 Canisius 100 [83],"Tuesday, March 18, 2014 7:00 pm ET Koessle Athletic Center Buffalo, NY",83,5.7297,0.034105357
188 Loyola MD 89 303 UMBC 83  (OT) [80],"Wednesday, November 20, 2013 7:30 pm ET Retriever Activities Center Baltimore, MD",80,5.5195,0.034070988
9 Arizona 66 58 Drexel 62 [68],"Wednesday, November 27, 2013 7:00 pm ET Madison Square Garden New York, NY",68,4.4964,0.034063636
23 Saint Louis 87 151 George Mason 81  (OT) [75],"Saturday, February 1, 2014 2:30 pm ET Chaifetz Arena St. Louis, MO",75,5.2081,0.034039869
156 Siena 61 103 Fresno St. 57 [63],"Monday, March 31, 2014 10:00 pm ET Save Mart Center Fresno, CA",63,4.1867,0.034038211
134 Murray St. 85 120 Towson 73 [69],"Thursday, March 27, 2014 8:00 pm ET CFSB Center Murray, KY",69,4.7976,0.034025532
284 South Dakota 57 267 Texas St. 56 [64],"Monday, November 25, 2013 8:00 pm ET Strahan Coliseum San Marcos, TX",64,4.3877,0.034013178
148 UAB 70 118 Tulsa 63 [69],"Saturday, January 25, 2014 4:05 pm ET Donald Reynolds Center Tulsa, OK",69,4.7602,0.034001429
173 Nebraska Omaha 76 190 Seattle 69 [77],"Sunday, December 22, 2013 5:07 pm ET Ralston Arena Ralston, NE",77,4.9301,0.03400069
220 Air Force 79 249 Army 68 [71],"Friday, November 8, 2013 1:00 pm ET Cameron Hall Lexington, VA",71,4.8952,0.033994444
311 Alcorn St. 57 327 Arkansas Pine Bluff 54 [66],"Monday, February 17, 2014 8:30 pm ET Whitney Gymnasium Lorman, MS",66,3.8749,0.033990351
141 Drake 84 105 Fresno St. 74 [68],"Friday, November 29, 2013 10:00 pm ET Save Mart Center Fresno, CA",68,4.6561,0.033986131
80 UC Santa Barbara 72 125 San Diego 61 [65],"Sunday, December 15, 2013 5:00 pm ET Jenny Craig Pavilion San Diego, CA",65,4.5196,0.033981955
200 Duquesne 83 130 Rhode Island 71 [69],"Saturday, February 15, 2014 12:00 pm ET Ryan Center Kingston, RI",69,4.825,0.033978873
279 Florida A&M 93 226 FIU 88  (OT) [81],"Thursday, January 2, 2014 7:00 pm ET Al Lawson Center Tallahassee, FL",81,5.2646,0.033965161
283 Tulane 66 217 North Texas 61 [62],"Wednesday, March 12, 2014 2:00 pm ET Don Haskins Center El Paso, TX",62,4.142,0.03395082
288 Portland St. 86 351 Southern Utah 79 [69],"Thursday, February 20, 2014 9:00 pm ET Centrum Arena Cedar City, UT",69,4.6849,0.033948551
94 Notre Dame 65 145 Georgia Tech 62 [59],"Wednesday, February 26, 2014 7:00 pm ET Joyce Center South Bend, IN",59,4.1075,0.033946281
128 Utah St. 65 110 Wyoming 54 [60],"Wednesday, March 5, 2014 10:05 pm ET Dee Glen Smith Spectrum Logan, UT",60,4.0053,0.03394322
195 Milwaukee 84 309 UMKC 79 [72],"Saturday, November 30, 2013 8:05 pm ET Municipal Auditorium Kansas City, MO",72,4.7512,0.033937143
16 Michigan 79 17 Michigan St. 70 [62],"Sunday, February 23, 2014 12:00 pm ET Crisler Center Ann Arbor, MI",62,4.0035,0.033927966
86 Saint Joseph's 69 24 VCU 62 [65],"Saturday, February 8, 2014 8:00 pm ET Hagan Arena Philadelphia, PA",65,4.3765,0.033926357
87 UNLV 48 88 Wyoming 46 [50],"Saturday, February 8, 2014 10:00 pm ET Thomas &amp; Mack Center Las Vegas, NV",50,3.4925,0.033907767
329 Delaware St. 70 301 Campbell 60 [60],"Saturday, January 4, 2014 7:00 pm ET Pope Convocation Center Buies Creek, NC",60,4.1009,0.033891736
331 UNC Greensboro 78 220 James Madison 65 [61],"Wednesday, December 18, 2013 7:00 pm ET Greensboro Coliseum Greensboro, NC",61,4.2353,0.0338824
180 Brown 85 265 Sacred Heart 73 [72],"Saturday, November 16, 2013 2:00 pm ET William Pitt Center - West Gym Fairfield, CT",72,4.7767,0.033877305
39 Stanford 58 28 New Mexico 53 [62],"Friday, March 21, 2014 1:40 pm ET Scottrade Center St. Louis, MO",62,4.3343,0.033861719
26 North Carolina 75 15 Pittsburgh 71 [71],"Saturday, February 15, 2014 1:00 pm ET Dean E. Smith Center Chapel Hill, NC",71,4.7061,0.033856835
80 Mississippi 65 157 Auburn 62 [61],"Thursday, January 9, 2014 7:00 pm ET Tad Smith Coliseum Oxford, MS",61,4.2312,0.0338496
115 Valparaiso 80 177 Loyola Marymount 73 [67],"Saturday, December 14, 2013 2:05 pm ET Athletics-Recreation Center Valparaiso, IN",67,4.6014,0.033833824
218 Idaho 69 265 Idaho St. 65 [64],"Friday, December 20, 2013 9:00 pm ET CenturyLink Arena Boise, ID",64,4.1927,0.033812097
76 New Mexico St. 69 229 Cal St. Bakersfield 63 [57],"Friday, March 14, 2014 11:30 pm ET Orleans Arena Las Vegas, NV",57,3.9214,0.033805172
310 Rice 75 197 North Texas 70 [74],"Thursday, February 6, 2014 8:00 pm ET Tudor Fieldhouse Houston, TX",74,5.104,0.033801325
151 South Carolina 72 18 Kentucky 67 [62],"Saturday, March 1, 2014 6:00 pm ET Colonial Life Arena Columbia, SC",62,3.9516,0.033774359
170 William & Mary 81 258 James Madison 79 [68],"Sunday, February 2, 2014 2:30 pm ET JMU Convocation Center Harrisonburg, VA",68,4.4914,0.033769925
268 LIU Brooklyn 82 338 Lamar 79 [70],"Wednesday, December 18, 2013 7:00 pm ET Wellness, Recreation and Athletic Center Brooklyn, NY",70,4.8287,0.033767133
178 William & Mary 70 194 College of Charleston 59 [61],"Saturday, March 8, 2014 8:30 pm ET Baltimore Arena Baltimore, MD",61,4.1858,0.033756452
309 Jacksonville St. 82 283 Central Michigan 73 [62],"Tuesday, December 17, 2013 8:45 pm ET Pete Mathews Coliseum Jacksonville, AL",62,4.1811,0.033718548
14 Villanova 65 65 Georgetown 60 [65],"Monday, January 27, 2014 9:00 pm ET Verizon Center Washington, DC",65,4.5172,0.033710448
119 Middle Tennessee 70 255 FIU 68 [65],"Saturday, February 8, 2014 2:00 pm ET U.S. Century Bank Arena Miami, FL",65,4.5168,0.033707463
27 Massachusetts 73 87 St. Bonaventure 68 [69],"Saturday, January 11, 2014 12:30 pm ET Mullins Center Amherst, MA",69,4.7174,0.033695714
107 Indiana St. 62 152 Southern Illinois 59 [59],"Saturday, March 8, 2014 5:05 pm ET Scottrade Center St. Louis, MO",59,4.0769,0.033693388
60 Minnesota 63 66 Saint Mary's 55 [60],"Sunday, March 23, 2014 3:00 pm ET Williams Arena Minneapolis, MN",60,4.1429,0.033682114
304 LIU Brooklyn 75 240 Mount St. Mary's 71 [67],"Saturday, January 25, 2014 4:30 pm ET Wellness, Recreation and Athletic Center Brooklyn, NY",67,4.6128,0.033670073
160 Eastern Kentucky 76 151 Morehead St. 65 [66],"Saturday, January 11, 2014 7:30 pm ET Ellis T Johnson Arena Morehead, KY",66,4.5116,0.033668657
126 Columbia 69 130 Eastern Michigan 56 [58],"Saturday, March 22, 2014 7:00 pm ET Francis S. Levien Gymnasium New York, NY",58,4.0054,0.033658824
8 Michigan St. 87 39 Minnesota 75  (OT) [73],"Saturday, January 11, 2014 2:15 pm ET Breslin Center East Lansing, MI",73,5.0784,0.033631788
337 St. Francis PA 75 316 Central Connecticut 67 [69],"Saturday, January 11, 2014 1:00 pm ET Detrick Gymnasium New Britain, CT",69,4.8057,0.033606294
82 Iona 90 265 Niagara 89 [77],"Friday, February 7, 2014 7:00 pm ET Gallagher Center Niagara, NY",77,5.2089,0.033605806
292 Nicholls St. 71 303 Southeastern Louisiana 64 [70],"Wednesday, March 12, 2014 6:00 pm ET Leonard E. Merrell Center Katy, TX",70,4.7034,0.033595714
152 College of Charleston 83 149 Charlotte 82 [73],"Tuesday, November 12, 2013 7:00 pm ET TD Arena Charleston, SC",73,4.8685,0.033575862
276 Tulane 68 234 Marshall 65 [64],"Sunday, February 9, 2014 2:00 pm ET Devlin FIeldhouse New Orleans, LA",64,4.2636,0.033571654
75 Iona 75 111 Canisius 72 [59],"Sunday, March 9, 2014 4:30 pm ET MassMutual Center Springfield, MA",59,3.9917,0.033543697
186 South Dakota St. 74 108 Denver 73 [59],"Thursday, January 30, 2014 9:00 pm ET Magness Arena Denver, CO",59,3.9578,0.033540678
212 IPFW 65 200 Bowling Green 60 [77],"Thursday, January 2, 2014 7:00 pm ET Stroh Center Bowling Green, OH",77,5.1613,0.033514935
151 Detroit 70 182 Rhode Island 68 [69],"Sunday, December 8, 2013 2:00 pm ET Calihan Hall Detroit, MI",69,4.5527,0.033475735
124 Vanderbilt 66 114 Texas A&M 55 [59],"Saturday, January 25, 2014 1:00 pm ET Reed Arena College Station, TX",59,4.0169,0.033474167
311 Navy 71 198 Colgate 61 [56],"Saturday, February 15, 2014 7:00 pm ET Alumni Hall Annapolis, MD",56,3.8494,0.033473043
63 Southern Miss 71 65 Missouri 63 [63],"Sunday, March 23, 2014 5:00 pm ET Mizzou Arena Columbia, MO",63,4.2168,0.033466667
171 William & Mary 84 342 Howard 79  (OT) [70],"Saturday, November 30, 2013 5:00 pm ET Burr Arena Washington, DC",70,4.6184,0.033466667
52 Southern Miss 75 145 Old Dominion 60 [62],"Thursday, January 23, 2014 7:00 pm ET Constant Convocation Center Norfolk, VA",62,4.1496,0.033464516
34 Saint Louis 83 54 North Carolina St. 80  (OT) [78],"Thursday, March 20, 2014 7:20 pm ET Amway Center Orlando, FL",78,5.3537,0.033460625
70 UC Santa Barbara 75 111 Hawaii 64 [65],"Thursday, February 6, 2014 12:00 am ET Stan Sheriff Center Honolulu, HI",65,4.4498,0.033457143
188 Pepperdine 80 53 BYU 74 [71],"Monday, December 30, 2013 10:00 pm ET Firestone Fieldhouse Malibu, CA",71,4.8835,0.03344863
166 William & Mary 74 199 College of Charleston 63 [60],"Monday, January 27, 2014 7:00 pm ET Kaplan Arena Williamsburg, VA",60,4.0803,0.033445082
215 Rider 89 301 Monmouth 83 [74],"Thursday, December 5, 2013 7:00 pm ET Multipurpose Activity Center West Long Branch, NJ",74,5.0501,0.033444371
179 Buffalo 55 73 Drexel 52 [66],"Sunday, December 29, 2013 2:00 pm ET Daskalakis Center Philadelphia, PA",66,4.5484,0.033444118
196 Milwaukee 82 332 Northern Illinois 69 [69],"Sunday, November 17, 2013 4:30 pm ET Convocation Center DeKalb, IL",69,4.8154,0.033440278
146 Robert Morris 73 316 LIU Brooklyn 64 [63],"Thursday, February 20, 2014 7:00 pm ET Sewall Center Coraopolis, PA",63,4.3469,0.033437692
137 UC Irvine 70 202 Eastern Washington 61 [71],"Sunday, December 15, 2013 5:05 pm ET Reese Court Cheney, WA",71,4.8816,0.033435616
56 Vermont 92 331 Binghamton 82  (OT) [75],"Sunday, March 2, 2014 2:00 pm ET Events Center Vestal, NY",75,4.9471,0.033426351
235 Saint Peter's 58 214 Marist 57 [55],"Thursday, February 20, 2014 8:30 pm ET Yanitelli Center Jersey City, NJ",55,3.6099,0.033425
150 Illinois St. 67 163 Missouri St. 63 [65],"Tuesday, February 18, 2014 8:05 pm ET Redbird Arena Normal, IL",65,4.4111,0.033417424
263 South Alabama 78 203 UT Arlington 73 [71],"Saturday, March 8, 2014 8:05 pm ET Mitchell Center Mobile, AL",71,4.7442,0.033409859
55 Xavier 77 58 Alabama 74 [64],"Saturday, December 21, 2013 7:00 pm ET Coleman Coliseum Tuscaloosa, AL",64,4.2414,0.03339685
2 Syracuse 56 79 North Carolina St. 55 [61],"Saturday, February 15, 2014 7:00 pm ET Carrier Dome Syracuse, NY",61,4.1403,0.033389516
250 Idaho 87 264 UMKC 80 [73],"Saturday, March 8, 2014 10:35 pm ET Independence Events Center Independence, MO",73,4.8736,0.033380822
289 Portland St. 87 228 Eastern Washington 76 [70],"Monday, February 24, 2014 9:05 pm ET Reese Court Cheney, WA",70,4.7065,0.033379433
152 Boston College 62 5 Syracuse 59  (OT) [63],"Wednesday, February 19, 2014 7:00 pm ET Carrier Dome Syracuse, NY",63,4.2324,0.033325984
49 St. John's 67 75 Bucknell 63 [62],"Tuesday, November 19, 2013 8:30 pm ET Carnesecca Arena Jamaica, NY",62,4.1973,0.033311905
329 Furman 74 334 Presbyterian 59 [57],"Saturday, December 7, 2013 7:45 pm ET Templeton P.E. Center Clinton, SC",57,3.7642,0.033311504
48 Clemson 72 17 Duke 59 [63],"Saturday, January 11, 2014 2:00 pm ET Littlejohn Coliseum Clemson, SC",63,4.2963,0.033304651
87 Stephen F. Austin 74 266 Cal St. Northridge 67 [68],"Monday, December 30, 2013 9:00 pm ET Johnson Coliseum Nacogdoches, TX",68,4.5621,0.0333
114 Charlotte 73 101 UTEP 68 [67],"Thursday, January 9, 2014 9:05 pm ET Don Haskins Center El Paso, TX",67,4.5947,0.033294928
228 IPFW 71 231 Eastern Illinois 65 [63],"Wednesday, November 27, 2013 8:00 pm ET Lantz Arena Charleston, IL",63,4.2282,0.033292913
210 Florida Gulf Coast 77 281 Florida A&M 68 [70],"Sunday, December 22, 2013 5:30 pm ET Orleans Arena Las Vegas, NV",70,4.7263,0.033283803
322 UNC Greensboro 68 289 Georgia Southern 56 [69],"Thursday, February 13, 2014 2:00 pm ET W.S. Hanner Fieldhouse Statesboro, GA",69,4.6593,0.033280714
158 George Mason 74 182 Duquesne 68 [69],"Saturday, February 8, 2014 2:00 pm ET A.J. Palumbo Center Pittsburgh, PA",69,4.6254,0.033276259
50 Clemson 53 24 Florida St. 49 [59],"Saturday, February 1, 2014 3:00 pm ET Donald L. Tucker Center Tallahassee, FL",59,4.0595,0.03327459
193 Morehead St. 102 208 Marshall 94  (OT) [94],"Sunday, November 17, 2013 2:00 pm ET Ellis T Johnson Arena Morehead, KY",94,6.1869,0.033262903
142 Eastern Kentucky 86 155 Murray St. 83 [73],"Friday, March 7, 2014 10:00 pm ET Nashville Municipal Auditorium Nashville, TN",73,4.9225,0.033260135
92 Penn St. 79 107 La Salle 72 [66],"Tuesday, November 19, 2013 7:00 pm ET Bryce Jordan Center University Park, PA",66,4.4553,0.033248507
64 Indiana St. 65 238 Loyola Chicago 61 [63],"Wednesday, January 22, 2014 8:00 pm ET Gentile Center Chicago, IL",63,4.1884,0.03324127
13 VCU 74 37 George Washington 55 [65],"Saturday, March 15, 2014 4:00 pm ET Barclays Center Brooklyn, NY",65,4.4202,0.033234586
304 Chattanooga 69 263 Grand Canyon 64 [64],"Sunday, December 29, 2013 7:00 pm ET McKenzie Arena Chattanooga, TN",64,4.3204,0.033233846
254 Coastal Carolina 83 231 VMI 78 [70],"Wednesday, February 12, 2014 7:00 pm ET Cameron Hall Lexington, VA",70,4.4827,0.033205185
